userID,gender,age,occupation,varying
4111,M,25-34,scientist,3.6
4112,M,45-49,tradesman/craftsman,4.0
4113,M,35-44,technician/engineer,3.5
4114,M,35-44,sales/marketing,3.8
4115,M,25-34,scientist,3.8
4116,M,35-44,executive/managerial,3.8
4117,M,18-24,college/grad student,4.1
4118,M,25-34,clerical/admin,3.9
4119,M,50-55,academic/educator,3.5
4120,M,25-34,self-employed,3.4
4121,M,45-49,executive/managerial,3.9
4122,M,18-24,unemployed,3.5
4123,F,25-34,college/grad student,3.3
4124,M,25-34,tradesman/craftsman,3.4
4125,M,35-44,artist,2.8
4126,M,25-34,technician/engineer,3.4
4127,M,50-55,technician/engineer,3.8
4128,M,35-44,doctor/health care,4.0
4129,M,56+,lawyer,4.0
4130,M,35-44,doctor/health care,3.7
4131,M,45-49,executive/managerial,4.0
4132,M,25-34,technician/engineer,3.9
4133,M,45-49,college/grad student,3.1
4134,F,45-49,programmer,3.6
4135,M,Under 18,K-12 student,4.2
4136,M,50-55,self-employed,4.5
4137,M,25-34,executive/managerial,3.9
4138,M,25-34,executive/managerial,3.6
4139,M,56+,sales/marketing,3.7
4140,M,25-34,other,3.2
4141,M,35-44,technician/engineer,3.9
4142,M,56+,executive/managerial,3.0
4143,F,25-34,customer service,4.5
4144,M,18-24,college/grad student,3.3
4145,F,50-55,academic/educator,4.1
4146,M,35-44,technician/engineer,4.1
4147,F,50-55,executive/managerial,4.3
4148,F,35-44,executive/managerial,3.8
4149,M,35-44,academic/educator,4.0
4150,M,25-34,other,3.3
4151,M,45-49,writer,3.7
4152,M,25-34,sales/marketing,3.7
4153,M,50-55,technician/engineer,3.7
4154,M,25-34,academic/educator,4.4
4155,M,50-55,technician/engineer,3.6
4156,M,56+,writer,3.8
4157,M,50-55,tradesman/craftsman,3.3
4158,F,Under 18,K-12 student,3.8
4159,F,50-55,homemaker,4.0
4160,M,35-44,writer,3.3
4161,M,45-49,other,2.5
4162,F,25-34,sales/marketing,4.1
4163,M,56+,executive/managerial,3.4
4164,M,35-44,academic/educator,3.2
4165,F,25-34,sales/marketing,3.7
4166,F,25-34,executive/managerial,3.9
4167,M,25-34,writer,3.7
4168,F,45-49,doctor/health care,4.4
4169,M,50-55,other,4.0
4170,M,45-49,executive/managerial,3.8
4171,M,56+,self-employed,3.5
4172,M,35-44,executive/managerial,4.5
4173,F,18-24,lawyer,4.0
4174,F,35-44,clerical/admin,4.1
4175,M,35-44,other,3.9
4176,M,45-49,executive/managerial,4.6
4177,M,35-44,technician/engineer,4.3
4178,F,50-55,self-employed,3.8
4179,F,35-44,writer,4.5
4180,M,56+,retired,3.4
4181,F,25-34,executive/managerial,3.1
4182,M,25-34,tradesman/craftsman,4.2
4183,M,25-34,academic/educator,2.9
4184,M,50-55,executive/managerial,3.2
4185,M,25-34,sales/marketing,3.4
4186,M,25-34,executive/managerial,2.9
4187,F,56+,writer,4.5
4188,M,50-55,executive/managerial,3.2
4189,M,35-44,sales/marketing,4.6
4190,M,45-49,technician/engineer,3.3
4191,F,45-49,scientist,4.1
4192,M,35-44,technician/engineer,3.0
4193,M,56+,retired,3.6
4194,M,18-24,college/grad student,4.1
4195,F,56+,retired,4.3
4196,M,35-44,sales/marketing,3.6
4197,F,45-49,academic/educator,4.3
4198,M,18-24,college/grad student,3.8
4199,F,25-34,homemaker,3.9
4200,M,45-49,executive/managerial,4.0
4201,F,25-34,other,4.3
4202,M,25-34,executive/managerial,3.7
4203,M,25-34,tradesman/craftsman,3.9
4204,M,35-44,executive/managerial,4.4
4205,F,25-34,scientist,3.5
4206,F,35-44,academic/educator,4.3
4207,M,35-44,academic/educator,4.2
4208,F,35-44,other,4.1
4209,M,56+,other,3.6
4210,M,25-34,technician/engineer,3.7
4211,M,45-49,customer service,3.0
4212,M,56+,tradesman/craftsman,3.7
4213,M,35-44,executive/managerial,4.1
4214,F,25-34,other,3.9
4215,M,25-34,executive/managerial,4.0
4216,M,25-34,technician/engineer,4.1
4217,M,18-24,college/grad student,4.0
4218,M,50-55,technician/engineer,3.6
4219,M,35-44,technician/engineer,3.8
4220,M,35-44,other,3.5
4221,M,35-44,college/grad student,4.1
4222,F,45-49,technician/engineer,4.0
4223,F,35-44,technician/engineer,3.3
4224,F,45-49,academic/educator,3.9
4225,F,25-34,clerical/admin,3.7
4226,F,35-44,doctor/health care,3.8
4227,M,25-34,unemployed,2.7
4228,M,50-55,tradesman/craftsman,3.7
4229,M,35-44,technician/engineer,3.6
4230,M,56+,retired,4.0
4231,F,50-55,tradesman/craftsman,3.4
4232,F,35-44,writer,3.4
4233,M,35-44,college/grad student,3.8
4234,F,45-49,clerical/admin,3.9
4235,M,50-55,artist,3.8
4236,F,25-34,clerical/admin,4.1
4237,M,25-34,sales/marketing,3.9
4238,M,35-44,self-employed,3.4
4239,M,50-55,executive/managerial,4.1
4240,M,35-44,technician/engineer,3.9
4241,M,35-44,executive/managerial,3.8
4242,M,50-55,executive/managerial,3.8
4243,M,56+,executive/managerial,4.1
4244,M,35-44,technician/engineer,3.6
4245,M,50-55,programmer,3.6
4246,F,35-44,executive/managerial,3.8
4247,M,25-34,college/grad student,3.1
4248,M,25-34,college/grad student,3.8
4249,F,18-24,technician/engineer,3.2
4250,F,50-55,other,3.9
4251,M,45-49,executive/managerial,3.6
4252,F,35-44,clerical/admin,3.3
4253,M,45-49,lawyer,3.4
4254,M,25-34,technician/engineer,4.4
4255,M,50-55,programmer,4.1
4256,F,Under 18,artist,3.9
4257,M,50-55,self-employed,3.3
4258,M,25-34,technician/engineer,3.7
4259,M,35-44,technician/engineer,3.7
4260,M,25-34,self-employed,3.1
4261,F,35-44,doctor/health care,3.2
4262,F,35-44,doctor/health care,3.7
4263,M,25-34,executive/managerial,3.7
4264,M,45-49,academic/educator,4.2
4265,M,25-34,programmer,3.9
4266,M,56+,retired,3.2
4267,M,35-44,executive/managerial,3.4
4268,F,45-49,writer,3.3
4269,M,35-44,tradesman/craftsman,3.8
4270,M,45-49,executive/managerial,3.5
4271,M,35-44,executive/managerial,3.0
4272,M,45-49,technician/engineer,3.5
4273,M,45-49,retired,5.0
4274,F,45-49,academic/educator,2.9
4275,F,45-49,self-employed,3.8
4276,F,45-49,other,3.8
4277,M,35-44,self-employed,4.3
4278,F,45-49,executive/managerial,3.9
4279,M,25-34,self-employed,3.4
4280,M,35-44,technician/engineer,3.5
4281,M,56+,retired,3.6
4282,M,35-44,other,3.6
4283,F,25-34,homemaker,3.8
4284,M,50-55,executive/managerial,2.7
4285,M,35-44,other,3.8
4286,M,35-44,technician/engineer,3.6
4287,M,25-34,executive/managerial,3.7
4288,F,25-34,homemaker,4.1
4289,M,35-44,sales/marketing,3.9
4290,M,25-34,technician/engineer,4.1
4291,M,35-44,sales/marketing,3.5
4292,M,25-34,other,3.2
4293,F,45-49,homemaker,4.4
4294,M,Under 18,K-12 student,3.8
4295,M,18-24,tradesman/craftsman,2.2
4296,M,56+,doctor/health care,3.7
4297,M,45-49,scientist,4.3
4298,F,18-24,sales/marketing,4.3
4299,F,25-34,artist,4.1
4300,F,18-24,college/grad student,3.3
4301,M,35-44,lawyer,4.2
4302,M,50-55,academic/educator,3.9
4303,M,25-34,artist,3.7
4304,M,18-24,other,4.2
4305,F,45-49,technician/engineer,3.7
4306,M,45-49,executive/managerial,3.6
4307,M,25-34,other,3.7
4308,M,25-34,other,3.2
4309,M,25-34,other,3.8
4310,M,25-34,college/grad student,3.9
4311,M,50-55,retired,2.9
4312,M,25-34,tradesman/craftsman,3.3
4313,F,25-34,executive/managerial,4.1
4314,M,25-34,technician/engineer,3.8
4315,M,18-24,college/grad student,3.9
4316,M,25-34,doctor/health care,3.5
4317,F,35-44,sales/marketing,3.6
4318,M,25-34,customer service,3.8
4319,M,35-44,executive/managerial,3.9
4320,M,25-34,customer service,4.3
4321,M,45-49,executive/managerial,4.0
4322,F,50-55,doctor/health care,3.4
4323,M,18-24,college/grad student,3.6
4324,M,25-34,customer service,4.3
4325,M,25-34,other,3.0
4326,F,45-49,retired,3.6
4327,M,35-44,technician/engineer,4.2
4328,M,50-55,clerical/admin,3.7
4329,F,25-34,sales/marketing,3.5
4330,F,45-49,doctor/health care,3.6
4331,M,35-44,doctor/health care,3.7
4332,F,25-34,clerical/admin,3.6
4333,M,50-55,artist,4.0
4334,M,25-34,academic/educator,3.6
4335,M,35-44,other,3.4
4336,F,25-34,other,4.0
4337,M,18-24,writer,4.1
4338,F,18-24,customer service,3.4
4339,M,25-34,artist,3.6
4340,F,25-34,technician/engineer,3.8
4341,M,35-44,technician/engineer,3.6
4342,M,25-34,other,4.3
4343,M,25-34,programmer,3.2
4344,M,25-34,academic/educator,3.3
4345,F,25-34,sales/marketing,3.5
4346,M,18-24,technician/engineer,3.6
4347,F,18-24,writer,3.6
4348,M,45-49,other,4.1
4349,M,18-24,artist,2.0
4350,M,18-24,artist,3.8
4351,M,25-34,programmer,3.9
4352,M,18-24,college/grad student,3.5
4353,M,25-34,executive/managerial,3.8
4354,M,35-44,sales/marketing,3.6
4355,M,50-55,sales/marketing,3.5
4356,M,35-44,self-employed,3.6
4357,F,35-44,homemaker,4.2
4358,M,35-44,technician/engineer,4.0
4359,M,18-24,college/grad student,3.6
4360,F,25-34,homemaker,2.6
4361,M,35-44,scientist,4.2
4362,M,25-34,technician/engineer,3.0
4363,M,35-44,sales/marketing,4.3
4364,M,25-34,tradesman/craftsman,3.2
4365,F,50-55,self-employed,2.6
4366,M,18-24,scientist,3.5
4367,M,35-44,other,3.4
4368,M,18-24,technician/engineer,3.7
4369,M,50-55,executive/managerial,3.7
4370,M,25-34,self-employed,3.7
4371,F,18-24,college/grad student,3.8
4372,M,35-44,technician/engineer,4.0
4373,M,50-55,programmer,4.1
4374,M,18-24,college/grad student,4.3
4375,F,25-34,customer service,4.1
4376,F,25-34,customer service,3.8
4377,M,25-34,other,3.6
4378,M,18-24,technician/engineer,3.2
4379,M,25-34,college/grad student,3.1
4380,F,25-34,academic/educator,3.7
4381,M,25-34,college/grad student,3.5
4382,M,25-34,tradesman/craftsman,2.9
4383,F,18-24,college/grad student,3.4
4384,M,25-34,other,4.0
4385,M,25-34,college/grad student,3.2
4386,M,25-34,customer service,3.6
4387,F,18-24,college/grad student,3.1
4388,M,45-49,clerical/admin,3.8
4389,M,25-34,college/grad student,3.3
4390,M,25-34,other,3.1
4391,F,18-24,college/grad student,3.7
4392,M,18-24,college/grad student,3.4
4393,M,18-24,college/grad student,3.9
4394,M,25-34,college/grad student,3.5
4395,M,50-55,doctor/health care,3.3
4396,M,18-24,academic/educator,3.7
4397,M,18-24,college/grad student,3.4
4398,F,18-24,college/grad student,4.2
4399,F,18-24,college/grad student,3.2
4400,F,18-24,college/grad student,4.2
4401,M,18-24,college/grad student,3.7
4402,F,18-24,sales/marketing,3.7
4403,M,25-34,scientist,4.0
4404,M,25-34,academic/educator,3.1
4405,M,25-34,sales/marketing,4.5
4406,M,25-34,self-employed,3.8
4407,M,18-24,college/grad student,3.3
4408,F,45-49,artist,3.8
4409,M,25-34,sales/marketing,3.7
4410,M,18-24,unemployed,4.0
4411,M,18-24,college/grad student,4.0
4412,M,18-24,college/grad student,3.4
4413,M,Under 18,retired,4.0
4414,M,25-34,college/grad student,3.2
4415,M,18-24,other,3.6
4416,M,18-24,college/grad student,4.0
4417,M,25-34,scientist,3.7
4418,F,50-55,other,3.8
4419,F,45-49,programmer,3.3
4420,M,25-34,scientist,4.0
4421,M,45-49,other,3.3
4422,M,25-34,customer service,3.5
4423,M,18-24,college/grad student,4.2
4424,M,25-34,executive/managerial,4.4
4425,M,35-44,executive/managerial,3.2
4426,M,45-49,technician/engineer,3.6
4427,M,18-24,other,3.6
4428,M,25-34,sales/marketing,3.6
4429,M,25-34,customer service,3.8
4430,F,25-34,other,2.6
4431,M,Under 18,sales/marketing,3.5
4432,M,25-34,programmer,4.0
4433,M,25-34,other,3.8
4434,F,35-44,executive/managerial,3.7
4435,M,25-34,executive/managerial,3.5
4436,M,25-34,programmer,3.6
4437,F,35-44,customer service,2.8
4438,M,50-55,other,3.5
4439,M,35-44,doctor/health care,3.2
4440,M,35-44,academic/educator,3.8
4441,M,18-24,college/grad student,3.1
4442,M,50-55,scientist,3.3
4443,M,56+,artist,3.1
4444,F,25-34,programmer,3.7
4445,M,25-34,clerical/admin,2.7
4446,M,18-24,tradesman/craftsman,3.2
4447,M,45-49,customer service,3.1
4448,M,25-34,sales/marketing,4.2
4449,M,25-34,programmer,4.1
4451,M,25-34,sales/marketing,3.0
4452,F,25-34,executive/managerial,3.2
4453,M,35-44,other,3.0
4454,M,25-34,writer,2.2
4456,F,35-44,artist,3.9
4457,M,35-44,sales/marketing,3.8
4458,F,25-34,college/grad student,3.6
4459,M,25-34,academic/educator,3.8
4465,M,18-24,college/grad student,3.3
4468,F,35-44,executive/managerial,4.2
4471,M,25-34,doctor/health care,3.8
4472,F,45-49,self-employed,3.7
4479,M,50-55,retired,3.9
4480,M,25-34,other,2.8
4481,M,25-34,tradesman/craftsman,3.0
4482,F,35-44,academic/educator,3.9
4495,M,18-24,college/grad student,3.1
4496,M,45-49,artist,4.1
4499,M,25-34,doctor/health care,3.7
4502,M,50-55,other,3.9
4504,F,25-34,other,4.0
4507,M,18-24,college/grad student,4.0
4508,M,25-34,writer,2.9
4509,M,25-34,executive/managerial,4.0
4510,M,45-49,executive/managerial,2.7
4514,M,18-24,clerical/admin,3.4
4517,F,18-24,academic/educator,3.5
4520,M,25-34,college/grad student,4.4
4522,M,45-49,academic/educator,3.1
4523,M,18-24,artist,3.4
4531,M,18-24,college/grad student,3.5
4532,M,25-34,executive/managerial,3.9
4540,F,25-34,sales/marketing,3.7
4541,M,Under 18,K-12 student,3.0
4543,M,25-34,artist,3.2
4551,M,18-24,programmer,4.2
4556,M,45-49,self-employed,4.0
4557,M,25-34,sales/marketing,3.7
4562,M,35-44,K-12 student,3.6
4573,M,50-55,self-employed,2.0
4574,M,25-34,college/grad student,5.0
4578,M,25-34,other,3.5
4580,F,56+,retired,3.9
4582,F,25-34,other,4.6
4585,M,35-44,executive/managerial,4.1
4591,M,25-34,scientist,4.0
4592,M,18-24,college/grad student,3.9
4593,F,45-49,academic/educator,4.1
4600,M,25-34,other,3.7
4611,F,18-24,college/grad student,4.1
4624,M,25-34,programmer,5.0
4639,M,35-44,lawyer,4.9
4647,M,35-44,writer,3.6
4656,M,25-34,technician/engineer,2.0
4662,F,18-24,college/grad student,4.0
4680,M,35-44,other,3.3
4682,M,25-34,executive/managerial,3.6
4689,M,18-24,programmer,3.3
4694,M,56+,executive/managerial,3.7
4697,M,18-24,K-12 student,4.2
4704,M,18-24,writer,3.0
4708,M,25-34,other,3.3
4748,M,45-49,self-employed,3.9
4751,M,50-55,scientist,4.0
4755,F,56+,executive/managerial,4.5
4757,M,35-44,technician/engineer,5.0
4763,M,56+,lawyer,4.0
4765,F,35-44,self-employed,3.8
4771,F,25-34,college/grad student,3.8
4774,M,45-49,sales/marketing,4.0
4784,F,35-44,doctor/health care,4.1
4791,M,18-24,college/grad student,3.1
4802,M,56+,academic/educator,2.0
4805,M,35-44,academic/educator,3.0
4816,F,45-49,doctor/health care,4.4
4823,M,18-24,college/grad student,2.5
4829,M,25-34,other,3.0
4831,F,25-34,academic/educator,3.5
4836,F,45-49,self-employed,2.6
4841,M,25-34,programmer,3.4
4842,F,35-44,academic/educator,4.0
4861,M,25-34,college/grad student,3.0
4867,M,25-34,self-employed,4.2
4868,M,35-44,technician/engineer,3.4
4869,F,45-49,doctor/health care,3.8
4875,M,35-44,other,4.5
4895,F,25-34,clerical/admin,4.0
4899,M,25-34,programmer,4.0
4902,M,35-44,sales/marketing,3.8
4911,F,25-34,other,3.2
4918,F,18-24,programmer,3.3
4933,M,25-34,scientist,3.0
4937,M,35-44,other,3.8
4948,M,45-49,artist,5.0
4950,M,25-34,self-employed,3.8
4951,F,35-44,technician/engineer,3.8
4961,M,25-34,executive/managerial,3.4
4978,M,35-44,sales/marketing,4.0
5008,M,25-34,writer,4.2
5034,F,25-34,scientist,3.6
5046,M,25-34,self-employed,3.7
5047,M,45-49,doctor/health care,3.6
5054,M,35-44,artist,3.1
5063,F,Under 18,K-12 student,4.0
5064,M,18-24,college/grad student,4.2
5074,M,Under 18,other,3.4
5081,F,18-24,college/grad student,3.8
5087,F,25-34,doctor/health care,3.3
5090,F,35-44,unemployed,4.2
5091,M,25-34,technician/engineer,4.0
5096,M,25-34,lawyer,2.6
5097,M,56+,self-employed,4.3
5100,M,50-55,doctor/health care,1.0
5113,M,25-34,other,2.3
5114,F,Under 18,K-12 student,2.6
5118,M,Under 18,K-12 student,1.0
5125,M,45-49,other,4.6
5126,M,25-34,lawyer,3.7
5173,M,Under 18,K-12 student,2.0
5175,F,35-44,homemaker,3.7
5176,M,Under 18,K-12 student,4.0
5183,F,18-24,writer,2.5
5184,M,18-24,writer,3.5
5208,M,25-34,college/grad student,4.7
5210,F,35-44,technician/engineer,3.8
5222,M,25-34,programmer,2.0
5223,M,56+,K-12 student,4.0
5233,M,25-34,customer service,3.7
5234,F,25-34,other,2.9
5236,M,25-34,sales/marketing,3.8
5239,M,35-44,executive/managerial,4.0
5240,F,25-34,other,4.3
5242,M,25-34,academic/educator,3.2
5250,M,50-55,doctor/health care,4.1
5251,F,25-34,technician/engineer,3.5
5255,M,Under 18,K-12 student,4.6
5256,M,25-34,self-employed,4.0
5265,M,45-49,academic/educator,3.0
5267,M,35-44,executive/managerial,3.9
5269,M,18-24,other,3.4
5278,F,25-34,executive/managerial,3.7
5288,M,56+,retired,3.7
5289,M,45-49,artist,2.9
5294,M,25-34,artist,4.0
5296,F,Under 18,other,4.6
5300,M,25-34,writer,4.0
5305,F,18-24,college/grad student,3.6
5312,M,25-34,academic/educator,2.9
5322,M,35-44,technician/engineer,4.0
5333,F,25-34,executive/managerial,4.0
5343,F,25-34,homemaker,4.8
5359,M,18-24,self-employed,3.9
5367,M,18-24,college/grad student,3.9
5376,M,25-34,technician/engineer,3.4
5395,M,50-55,academic/educator,1.0
5397,M,18-24,other,2.0
5412,M,25-34,programmer,1.0
5413,M,35-44,academic/educator,4.0
5415,F,25-34,executive/managerial,3.0
5433,F,35-44,technician/engineer,3.5
5437,M,25-34,lawyer,3.5
5448,M,45-49,unemployed,3.0
5449,M,18-24,programmer,4.2
5450,M,18-24,programmer,3.9
5458,F,18-24,artist,3.4
5468,M,25-34,programmer,3.9
5493,M,35-44,programmer,3.2
5521,F,25-34,doctor/health care,3.0
5522,M,25-34,sales/marketing,3.0
5536,M,25-34,self-employed,3.2
5539,F,25-34,writer,3.3
5580,M,45-49,executive/managerial,3.5
5585,M,25-34,college/grad student,3.5
5594,F,45-49,other,4.1
5598,M,18-24,college/grad student,4.0
5602,M,35-44,other,4.0
5626,M,56+,self-employed,4.0
5629,M,25-34,sales/marketing,4.7
5636,M,25-34,executive/managerial,2.9
5643,F,35-44,academic/educator,2.0
5644,F,18-24,college/grad student,3.3
5653,M,50-55,academic/educator,3.5
5654,M,25-34,college/grad student,4.3
5667,M,35-44,executive/managerial,3.8
5675,M,35-44,sales/marketing,3.7
5689,M,25-34,other,3.2
5707,M,25-34,programmer,4.3
5733,M,25-34,college/grad student,4.0
5737,M,45-49,scientist,3.0
5748,M,25-34,other,4.0
5782,F,35-44,other,3.5
5788,M,25-34,other,3.3
5812,F,25-34,executive/managerial,3.5
5825,F,25-34,college/grad student,3.1
5831,M,25-34,academic/educator,3.5
5841,F,35-44,executive/managerial,4.0
5872,M,25-34,technician/engineer,3.2
5875,M,25-34,college/grad student,3.8
5880,M,25-34,academic/educator,3.2
5927,M,35-44,sales/marketing,3.0
5948,M,56+,retired,5.0
5949,M,18-24,technician/engineer,1.7
5956,F,18-24,college/grad student,3.0
5972,F,25-34,writer,3.2
5978,M,35-44,academic/educator,2.9
5996,F,25-34,other,4.1
